RBLBANK.NS,FEDERALBNK.NS,UNIONBANK.NS,INDIANB.NS,TVSMOTOR.NS,TATAMOTORS.NS,ESCORTS.NS,M&M.NS,TORNTPOWER.NS,PTC.NS,TRIL.NS,POWERGRID.NS,VINYLINDIA.NS,DEEPAKNTR.NS,PIDILITIND.NS,GEECEE.NS,WELENT.NS,VASCONEQ.NS,NITCO.NS,SOBHA.NS,UMANGDAIRY.NS,PARAGMILK.NS,JUBLFOOD.NS,TASTYBITE.NS,VIPIND.NS,SUPREMEIND.NS,TEXMOPIPES.NS,TAINWALCHM.NS,MIRCELECTR.NS,PGEL.NS,SALZERELEC.NS,BEL.NS
202.8000030518,55.6491394043,30.5499992371,64.8535842896,456.5319824219,144.25,1153.7288818359,629.6628417969,334.3541870117,53.751083374,10.4499998093,129.9256896973,104.5257797241,761.5609130859,1465.5637207031,79.8000030518,72.9610671997,11.6999998093,20.5499992371,269.6256103516,47.390335083,116.8702774048,2164.4267578125,12873.8076171875,303.049987793,1323.2261962891,14.5,51.5,9.5500001907,51.9500007629,103.7648010254,106.5912780762
210.5,59.9641799927,31.3999996185,67.8104324341,447.1855773926,142.8000030518,1138.7103271484,624.3724365234,334.8400268555,53.5765647888,10.3000001907,127.891204834,101.5406570435,747.4180908203,1440.2069091797,78.5,70.6979446411,11.3000001907,20.2999992371,264.241027832,47.2921180725,113.2880477905,2164.5766601563,12699.6748046875,298.450012207,1305.9598388672,14.5,51.8499984741,9.1999998093,50,103.8142547607,108.2824325562
195.9499969482,54.8555679321,30.2000007629,63.9172401428,430.3819274902,143.1999969482,1085.3223876953,600.1450805664,323.4713745117,51.5696258545,10.1000003815,125.5410461426,93.8142242432,683.1009521484,1397.6633300781,75.8000030518,64.9417419434,10.25,19.2999992371,258.7082214355,44.9348754883,104.6309967041,2093.5920410156,12072.640625,283.450012207,1311.5028076172,13.6499996185,49.0499992371,8.75,47.9000015259,98.5221481323,102.5324935913
191.8500061035,54.2107925415,29.8999996185,63.8186798096,437.888885498,143.8000030518,1109.421875,600.7878417969,331.1962280273,51.4387435913,10.0500001907,126.5582809448,93.8142242432,701.6414794922,1416.8428955078,72.8000030518,63.8593826294,10.1999998093,18.75,254.5586090088,43.658039093,104.0837097168,2145.4077148438,12180.529296875,295.25,1323.32421875,13.8500003815,48.5999984741,8.3500003815,48.5,99.5607910156,104.3202896118
197.0500030518,55.4507484436,29.6000003815,63.6215591431,434.6077270508,150.3000030518,1221.0375976563,635.5960693359,331.2447814941,51.2205963135,10.3000001907,130.0315246582,95.9127655029,731.0764770508,1408.4736328125,72.5999984741,64.7449569702,10.25,18.7999992371,261.9685974121,43.9526939392,109.4073028564,2247.0922851563,12134.884765625,293.75,1328.2294921875,13.8500003815,48.25,8.75,47,98.0770263672,105.3349838257
192.8000030518,55.2523536682,29.75,63.6708374023,432.8676757813,151.8500061035,1221.9857177734,637.4749145508,328.2811889648,51.6132583618,10.1499996185,128.093963623,94.4819412231,736.4736938477,1443.8436279297,72.4000015259,66.8112792969,10.1000003815,18.75,258.9057922363,43.6089286804,109.3077926636,2286.8276367188,12040.244140625,291.450012207,1324.5506591797,14.0500001907,47.9000015259,9.1499996185,49.3499984741,98.225402832,104.8034744263
188.8000030518,53.4172210693,29.3500003815,62.4880981445,431.4259338379,147.8000030518,1179.9239501953,624.9656982422,323.7629089355,51.5259971619,10,125.6182098389,93.0511169434,732.0759277344,1430.8912353516,70.0500030518,64.7449569702,10.0500001907,18.7000007629,250.4089813232,44.3946762085,105.8748245239,2242.7492675781,11857.0625,285.049987793,1355.4532470703,13.8500003815,46.8499984741,9.25,50,98.1759414673,102.8224029541
186.75,52.4252586365,28.9500007629,61.0589561462,437.888885498,149.3999938965,1143.5501708984,603.6555786133,322.3053894043,51.6132583618,9.9499998093,126.407585144,91.5726013184,716.7337646484,1436.470703125,73.0999984741,66.9588775635,9.8999996185,18.3999996185,250.2113952637,44.2473487854,107.1186523438,2230.169921875,11724.376953125,280.799987793,1394.6457519531,13.6999998093,47.25,9.6999998093,51.5,97.4340591431,102.0493011475
179.8000030518,51.6812858582,28.75,60.4183006287,431.5253601074,142.3000030518,1118.7521972656,601.8261108398,314.7262878418,51.5259971619,9.8000001907,125.5105667114,96.0081558228,741.62109375,1441.3527832031,71.0500030518,64.4005584717,9.8000001907,18.1000003815,241.0723724365,44.6942939758,97.0187530518,2270.1547851563,11756.423828125,277.5,1342.3074951172,13.5,46.9000015259,10.0500001907,54.0499992371,93.279510498,99.1984939575
175.6000061035,50.887714386,28.25,58.8905982971,435.6517333984,140.1000061035,1203.2749023438,607.067199707,316.2323913574,50.8715591431,9.6000003815,125.7617263794,95.3404312134,730.3768310547,1453.7073974609,70.5999984741,62.9246139526,9.6499996185,17.7000007629,239.4421844482,44.3963317871,97.9640579224,2222.2329101563,11239.1767578125,273.200012207,1338.1380615234,13.3999996185,47.5999984741,9.5500001907,56.75,93.0816726685,97.6522979736
180.5,50.8381156921,28.7999992371,60.5168647766,435.403137207,143.3000030518,1190.9506835938,608.5999145508,316.5238952637,51.2642211914,9.75,127.4481048584,96.9620285034,751.2161254883,1469.9476318359,70.0500030518,64.1053771973,9.4499998093,18.1000003815,235.7865753174,44.3466720581,106.471862793,2261.4189453125,11354.2158203125,282.450012207,1342.0130615234,13.6499996185,48.5,9.1000003815,59.5499992371,95.208404541,98.1837997437
182.6499938965,51.3836975098,28.6499996185,60.8125495911,441.7169494629,144.3000030518,1196.0899658203,607.413269043,315.6007995605,51.1333351135,9.8000001907,125.6899642944,103.6391983032,732.7756347656,1482.9498291016,69.0500030518,65.1385345459,9.4499998093,19,235.2925720215,46.2834205627,104.3324737549,2323.5178222656,11369.86328125,282.8999938965,1299.0437011719,13.8000001907,47.5999984741,9.1999998093,62.5,95.3567810059,98.8119430542
181.0500030518,52.9212379456,28.6000003815,62.4388160706,453.9965209961,148.5500030518,1243.8896484375,608.4515380859,317.3012390137,52.9629631042,9.8000001907,123.0706710815,104.4976959229,795.1936645508,1475.2779541016,68.6999969482,67.204864502,9.6000003815,19.75,249.0751953125,45.786819458,104.7802581787,2343.5354003906,12007.3466796875,323.1499938965,1343.3375244141,14.0500001907,47.75,9.6000003815,65.5999984741,101.9348220825,103.450553894
183.9499969482,53.8140068054,28.1499996185,61.9460067749,452.8530883789,148.3999938965,1227.224609375,606.6221923828,322.8398132324,51.9037055969,9.6000003815,124.3623809814,101.7314453125,856.8621826172,1493.0627441406,70.5,67.3032608032,9.8500003815,19.6000003815,247.2473907471,45.2405548096,105.0290222168,2359.5092773438,11915.8564453125,313.6499938965,1375.7607421875,13.6000003815,48.3499984741,9.25,68.8499984741,100.0059204102,102.6182479858
185.6999969482,53.1196327209,27.8999996185,61.1575126648,459.5148620605,151.4499969482,1252.3218994141,632.332824707,318.2729187012,51.0851860046,9.6499996185,123.3935928345,102.5422363281,856.8121948242,1487.9813232422,69.1999969482,66.8604736328,9.6999998093,19.5,248.0871887207,44.6446342468,103.3871688843,2378.8278808594,11701.7294921875,325.75,1387.6804199219,14.5500001907,48.1500015259,9.4499998093,72.0500030518,100.3521270752,101.2963485718
183.6499938965,52.2268676758,27.5,61.40391922,454.443939209,147.6499938965,1241.2451171875,629.7122802734,323.1312866211,48.7259254456,9.5500001907,120.774307251,99.4898223877,846.9672851563,1466.3109130859,69.5,65.7289199829,9.6499996185,19.25,247.4943847656,43.9990463257,102.0438308716,2403.8371582031,11796.919921875,317.700012207,1389.6424560547,14.6999998093,48.0499992371,9.3500003815,74.9000015259,98.3737716675,101.3942642212
180.6499938965,51.4828948975,26.8500003815,59.6298103333,454.6925048828,147.8999938965,1236.0061035156,646.8692016602,316.572479248,48.6296310425,9.3500003815,123.3577194214,99.1559524536,853.4139404297,1449.7717285156,69.3000030518,65.7289199829,9.6000003815,18.6499996185,251.9403991699,45.6875,100.8000030518,2356.9633789063,11428.5078125,328.049987793,1394.2534179688,14.5500001907,47.25,9.1499996185,77.0500030518,99.5607910156,101.7369766235
169.1999969482,49.3997688293,26.0499992371,57.2643280029,450.9142150879,137.4499969482,1210.8090820313,615.5220336914,321.5280456543,44.5851860046,9.1999998093,122.3530578613,95.7219848633,812.3848876953,1439.8582763672,69.5999984741,62.4326324463,9.1999998093,17.8500003815,235.1443634033,44.3466720581,97.8499984741,2306.2958984375,10910.8115234375,310.3500061035,1427.5598144531,14.0500001907,45.9500007629,8.6999998093,73.1999969482,92.5376281738,94.2952041626
166.1999969482,48.4574050903,25.5,55.6873435974,440.3249206543,133.1000061035,1196.2895507813,608.9459838867,316.9125671387,46.2703704834,8.9499998093,121.1331100464,92.4787826538,847.7168579102,1422.1234130859,69.1999969482,61.6454582214,8.6000003815,17.4500007629,233.3165588379,42.6085586548,95.4499969482,2303.2009277344,10456.958984375,296,1379.7340087891,13.3999996185,45,8.3000001907,69.5500030518,88.3336181641,90.2805480957
166.3500061035,48.0606193542,25.1499996185,56.3279953003,439.8774719238,131.3999938965,1211.2082519531,605.7816162109,312.297088623,46.2222213745,8.75,117.6168212891,93.6711425781,843.6688842773,1415.6472167969,67.1500015259,61.1534767151,8.8500003815,17.3999996185,231.0441741943,42.6085586548,95.8499984741,2311.8369140625,10042.40234375,291.450012207,1384.0015869141,13.3000001907,44.8499984741,8.1000003815,72.9000015259,91.6473617554,91.8962020874
157.8000030518,45.3823204041,24.8500003815,53.96251297,432.7682495117,122.8000030518,1155.4752197266,568.6989746094,298.3049316406,45.6925926208,8.5500001907,114.3516693115,91.4295196533,799.5415039063,1394.3753662109,64.9499969482,59.4807357788,8.6499996185,16.9500007629,225.3137512207,41.1684112549,93.4000015259,2257.9248046875,10013.1552734375,292,1358.5925292969,13.3000001907,44.5999984741,7.9000000954,71.5,87.7401046753,88.566986084
164.9499969482,47.3166503906,24.25,54.3074760437,444.401550293,127.25,1200.8798828125,585.7075805664,302.4345703125,45.7407417297,9.25,115.3563308716,93.8619155884,800.7409057617,1407.8259277344,64.8499984741,60.7598876953,8.75,17.25,228.9693603516,41.6153526306,101,2310.4392089844,10533.9013671875,296.049987793,1351.13671875,14.0500001907,43.3499984741,8.1499996185,75.0500030518,89.1744232178,91.3576507568
173.6499938965,50.0941467285,24.7999992371,56.7715187073,468.7618408203,132.8500061035,1292.8868408203,608.4021606445,308.1188964844,46.0296287537,9.4499998093,120.6666717529,94.9588775635,838.1217651367,1431.0904541016,64.9499969482,61.6454582214,9.1000003815,17.4500007629,234.1069641113,43.1548233032,101.1500015259,2418.1140136719,10583.6953125,299.6499938965,1394.4497070313,14.25,44.9500007629,8.25,78.8000030518,91.4495239258,95.421257019
170,48.8045921326,24.7000007629,55.9830284119,467.5686645508,131.6999969482,1310.8990478516,606.3749389648,307.7788085938,46.0777778625,9.3999996185,117.1862411499,94.720413208,823.2793579102,1422.9205322266,64.8499984741,62.4326324463,8.9499998093,16.7000007629,226.005355835,42.7078781128,107.75,2368.0952148438,10666.3876953125,291.8999938965,1373.8968505859,14.3000001907,44.75,8.3000001907,82.6999969482,93.0322189331,94.0014419556
169.8999938965,48.2094116211,24.3500003815,55.4902191162,465.6297912598,133.3000030518,1315.6889648438,601.133972168,304.4750976563,45.7888908386,9.1000003815,116.5762710571,93.3372802734,820.7806396484,1428.9981689453,66.4000015259,64.6465530396,8.8000001907,16.5499992371,219.8303375244,42.0126342773,106.3499984741,2340.5402832031,10704.18359375,288.3500061035,1374.0930175781,14.1000003815,44.8499984741,8.3500003815,84,91.5979003906,93.756652832
177.8500061035,50.0941467285,24.25,56.3772735596,477.1636352539,133.5,1280.8121337891,603.3589477539,300.734161377,45.1148147583,9.1999998093,118.119140625,91.7633743286,818.9815673828,1457.6428222656,66.4499969482,67.1064682007,9.1499996185,16.75,225.1655426025,42.8071975708,105.4499969482,2362.3544921875,10620.3427734375,289.3500061035,1388.3181152344,15.5,44.1500015259,8.3500003815,88.1999969482,89.916305542,94.0993652344
175.3000030518,50.3917350769,24.5499992371,57.6585769653,470.8498535156,133.8999938965,1232.9626464844,600.2439575195,300.8312988281,45.259262085,9.4499998093,116.8633117676,100.8729400635,807.8872070313,1441.4523925781,64.8499984741,74.6338043213,8.9499998093,16.7000007629,236.576965332,42.2609367371,102.9499969482,2373.1870117188,10562.5986328125,290.25,1345.2504882813,17,45.2999992371,8,92.5999984741,89.4711685181,94.1972732544
180.8000030518,51.3340988159,24.4500007629,57.4121704102,468.9109802246,144.75,1248.23046875,620.4169311523,301.2685546875,45.259262085,9.3999996185,117.1144790649,98.488243103,804.5888671875,1465.3145751953,65.25,74.7814025879,8.8000001907,16.9500007629,258.9057922363,42.4099197388,103.9000015259,2324.5661621094,10597.044921875,293.25,1330.3876953125,16.2999992371,47.2999992371,7.75,97.1999969482,90.3614273071,93.756652832
177.1000061035,51.0365104675,24.3500003815,57.1657676697,476.0202026367,141,1243.2409667969,624.5701293945,298.6936035156,44.6814842224,9.25,114.5310745239,97.7728347778,796.0432739258,1488.1806640625,63.4000015259,73.9942245483,8.6499996185,16.6499996185,255.9417724609,41.3173904419,101.1999969482,2343.435546875,10690.0849609375,290.3500061035,1319.890625,15.6000003815,49.0499992371,8.0500001907,101.5999984741,95.1094894409,92.189956665
173.8500061035,51.7804832458,24.4500007629,57.7571372986,472.4904785156,140.9499969482,1240.5466308594,627.091796875,295.6328430176,46.1740760803,9.6000003815,113.5981826782,99.8713684082,759.7618408203,1481.1066894531,65.8000030518,70.9439315796,8.6499996185,17.9500007629,263.3518066406,43.9493865967,100.6500015259,2325.7143554688,10573.646484375,290.1499938965,1307.5786132813,15.3000001907,58.8499984741,7.9499998093,98.8499984741,92.2408676147,91.6024551392
180.0500030518,52.5244560242,24.8999996185,59.3341255188,468.8115539551,138.4499969482,1219.0916748047,626.15234375,294.7097473145,47.3296318054,9.6000003815,113.3828964233,98.0589981079,763.0601196289,1466.7094726563,65.75,69.6155776978,8.6999998093,17.7999992371,257.9178161621,46.8793487549,115.5,2298.1589355469,10512.853515625,292.6000061035,1338.3833007813,15.4499998093,51.5,7.75,94.0999984741,92.9827575684,90.8680725098
174.9499969482,52.0780715942,24.8999996185,58.3977890015,466.3258361816,135.8999938965,1251.5734863281,627.3389892578,289.4140930176,47.7148170471,9.3999996185,114.6745986938,96.342010498,733.924987793,1474.0823974609,64.4000015259,68.9268112183,8.5500001907,17.3999996185,259.0540161133,46.2834205627,112,2275.1965332031,10814.572265625,293.5,1316.9965820313,15.6499996185,50.25,7.6999998093,89.4000015259,91.9441146851,91.6024551392
169.75,52.0284729004,24.25,57.1164894104,456.7308349609,134.1000061035,1238.6506347656,620.9113769531,287.2763977051,47.3777809143,9.4499998093,115.1410522461,97.2481918335,735.3242797852,1477.5695800781,64.5999984741,69.2219924927,8.5,18.2999992371,257.2262268066,46.3827438354,109,2274.8471679688,10742.5791015625,290.3500061035,1353.2459716797,15.5,49.3499984741,7.5999999046,84.9499969482,91.8946609497,89.595123291
172.8999938965,52.4748573303,24.1000003815,57.1164894104,458.9183044434,130.6999969482,1229.7692871094,616.9063720703,289.1711730957,46.0296287537,9.25,112.7011566162,96.0081558228,753.7648925781,1481.2559814453,64.3000030518,70.5011520386,8.4499998093,17.8500003815,253.6694030762,45.3895378113,109.9499969482,2311.2878417969,10552.94921875,289.049987793,1381.4018554688,15.6499996185,47.75,7.5999999046,80.75,92.0430374146,89.6440887451
167,51.3340988159,23.3999996185,55.7859039307,455.9851074219,126.9499969482,1193.6949462891,610.4293212891,286.5962524414,45.5962944031,9.1000003815,111.7682647705,94.8634872437,725.9790039063,1471.0435791016,62.7999992371,68.9268112183,8.3999996185,17.2999992371,247.2967987061,44.4459915161,107.3000030518,2293.466796875,10397.21484375,287.299987793,1383.4129638672,15.3500003815,46.6500015259,7.6500000954,84.6500015259,90.3119735718,86.5596694946
172,51.7804832458,23.25,56.672958374,460.608581543,127.75,1165.1549072266,599.8978881836,294.0781555176,45.4518547058,9.1499996185,114.0646286011,94.9588775635,718.1330566406,1475.8260498047,63.1500015259,68.9760055542,8.3999996185,17.1000003815,255.3983917236,43.1051635742,110.6500015259,2314.9816894531,10503.9541015625,284.950012207,1382.0394287109,14.6499996185,46.5999984741,7.9000000954,88.8499984741,90.3119735718,89.1055374146
178.8500061035,55.748336792,23.7999992371,58.7427520752,452.2565002441,128.25,1180.5725097656,590.8002929688,295.5842590332,45.2111129761,9,114.6387176514,94.7680969238,709.5374755859,1530.3754882813,63.5999984741,70.0583648682,8.4499998093,17.6499996185,261.9192199707,43.2541427612,111.0500030518,2244.3466796875,10464.2578125,284.1000061035,1375.4665527344,14.3999996185,45.5499992371,8.25,93.25,92.6365432739,88.1753234863
179.4499969482,56.3931083679,23.5499992371,58.6441917419,449.6216125488,129.6499938965,1193.9444580078,595.5468139648,293.7866516113,44.8740730286,8.8999996185,112.808807373,95.0065689087,708.4879760742,1519.2663574219,66.9000015259,77.0937194824,8.5500001907,17.7000007629,268.2424316406,43.5024452209,111.25,2286.4780273438,10319.0234375,283.8999938965,1386.0616455078,14.3000001907,46.0999984741,8.6000003815,97.9000015259,92.7849197388,88.0773925781
180.4499969482,56.5419044495,24.3999996185,59.4819641113,443.5563964844,130.25,1197.3872070313,594.1624145508,297.624786377,44.6814842224,9,117.5091781616,94.4819412231,720.4318847656,1491.3190917969,65.25,74.4862060547,8.5500001907,17.9500007629,298.3270874023,43.9493865967,109.3499984741,2260.0212402344,10359.119140625,276.549987793,1398.4228515625,14.5,53.7000007629,8.3500003815,102.75,92.6365432739,90.4763870239
181.1499938965,56.0459251404,24.1499996185,61.1575126648,439.8774719238,133.5,1185.8614501953,597.6234130859,313.074432373,43.5259284973,9.0500001907,118.4779510498,98.0589981079,730.9765014648,1470.0970458984,64.3499984741,77.0937194824,8.5,17.8999996185,305.4901123047,44.6942939758,108.8000030518,2183.5954589844,10253.1806640625,282.25,1432.4649658203,15.3500003815,57.4000015259,8.1999998093,101.5,98.2748565674,91.1618118286
177.8500061035,55.5499420166,24.3500003815,60.3690223694,442.114654541,137,1185.8115234375,618.1919555664,312.734375,43.9592628479,9.3500003815,122.1018981934,97.1051101685,720.132019043,1494.8062744141,71.5500030518,78.4220733643,8.8500003815,18.0499992371,292.5966491699,47.1773071289,111.3499984741,2216.4921875,10263.1796875,278.299987793,1392.5856933594,15.3999996185,55.5499992371,8.4499998093,105.6999969482,98.1759414673,90.6722183228
175.5,53.7148132324,24.2999992371,59.4326858521,427.2499084473,133.6999969482,1189.2043457031,590.5036010742,306.9528503418,43.4296302795,9.0500001907,123.4653625488,95.8173751831,713.4354858398,1469.2502441406,74,78.7172622681,8.6999998093,17.75,285.1372680664,48.2698326111,108.75,2160.6328125,10282.4775390625,278.1000061035,1396.1173095703,16.7000007629,53.5,8.3000001907,110.9499969482,98.6210708618,88.0773925781
175.1499938965,53.61561203,24,58.9398765564,430.3819274902,135.6499938965,1217.6945800781,590.5036010742,305.8840026855,44.8259277344,9.1000003815,124.505897522,101.7791290283,744.7194824219,1520.412109375,75.5500030518,79.6520309448,8.75,17.6000003815,283.9516601563,45.637840271,108.6500015259,2171.0161132813,10387.4658203125,276.6000061035,1448.7502441406,17.1499996185,53,8.3500003815,107.4000015259,99.4124145508,87.8325958252
175.3500061035,51.730884552,23.8500003815,58.3977890015,424.813873291,134.8000030518,1202.9754638672,597.4257202148,298.790802002,44.4407424927,8.8999996185,124.0394439697,105.7854309082,757.3630371094,1513.0391845703,75.25,80.1440124512,8.6000003815,17.1499996185,279.6044311523,43.55210495,106,2176.0581054688,10295.6259765625,277.299987793,1431.5329589844,16.7999992371,54.0499992371,7.9499998093,108.9000015259,98.1759414673,86.4127883911
174.75,50.5901260376,23.6000003815,57.3136100769,419.9418334961,131.8999938965,1185.1129150391,585.3615112305,295.1955566406,45.4037055969,8.8500003815,123.1424331665,102.8283996582,739.2222900391,1585.0246582031,72.4499969482,76.3065490723,8.6499996185,17.6499996185,271.9474182129,43.3038024902,105.8000030518,2218.1394042969,10198.5869140625,272.6499938965,1445.2674560547,16.2999992371,53.0999984741,7.6500000954,106.25,96.3954162598,84.8460998535
174.3500061035,50.0445480347,24.0499992371,57.0672073364,452.9027709961,132.6499938965,1198.4349365234,587.388671875,303.3576965332,45.259262085,8.9499998093,122.7118682861,99.9190673828,741.8709106445,1564.6496582031,71.9499969482,73.8466339111,8.4499998093,17.5,287.8542480469,43.3038024902,106.1500015259,2171.2158203125,10002.755859375,271.8999938965,1419.2700195313,16.2999992371,53.75,7.6500000954,105.75,102.3304824829,85.1888122559
179.6999969482,51.2349052429,23.9500007629,57.6092948914,455.7862548828,132.8500061035,1225.6279296875,589.4158325195,297.7219543457,45.8370361328,8.8500003815,124.182975769,101.5883483887,717.9331665039,1550.7506103516,71.6999969482,73.3054504395,8.4499998093,17.3500003815,286.965057373,42.3105964661,103.8499984741,2163.4782714844,10082.6484375,273,1423.2431640625,15.8999996185,53.25,7.8000001907,104.8499984741,103.0229187012,86.8044586182
184.5,53.0700340271,23.8500003815,58.2006645203,463.0446472168,134.1000061035,1232.0145263672,589.1685791016,303.8435058594,46.1259269714,8.6999998093,129.1345214844,97.3435821533,718.6328125,1559.8671875,72.75,74.2402191162,8.3000001907,17.1000003815,291.4110717773,41.5656890869,103.5500030518,2151.9970703125,10174.138671875,271.75,1440.3623046875,15.3000001907,58.4000015259,7.6500000954,103.5,99.0167388916,87.538848877
184.8500061035,52.2764663696,23.7999992371,57.8557014465,468.2646789551,135.8999938965,1229.7692871094,590.1574707031,303.40625,45.7888908386,8.75,127.0893096924,96.6758651733,711.1865844727,1556.7785644531,72.8499984741,74.2894210815,8.5,17.0499992371,288.2000427246,42.0126342773,103.5999984741,2165.5251464844,10290.0771484375,280.1000061035,1411.2253417969,16.5499992371,59.75,7.8499999046,107.25,102.5777816772,87.0492553711
185.8000030518,53.7148132324,24.1000003815,59.0384407043,473.7333679199,137.6499938965,1251.5734863281,595.3984985352,307.4386901855,46.7999992371,8.6499996185,128.4886627197,98.7744064331,751.466003418,1583.580078125,72.9000015259,74.9290008545,8.6499996185,17.0499992371,286.372253418,42.2609367371,108,2235.1118164063,10516.603515625,285.1499938965,1417.6243896484,16.2000007629,62.7999992371,8,109.0999984741,97.5824356079,90.9659805298
193.25,54.3099899292,24.5,59.2848434448,477.1139526367,139,1282.7580566406,606.7704467773,313.1230163574,46.8481521606,9.3500003815,128.0581054688,98.7744064331,761.6108398438,1590.8532714844,74.25,74.53540802,8.6000003815,17.0499992371,292.2508544922,42.1616172791,111.4000015259,2259.4719238281,10666.7880859375,286.25,1422.4974365234,16.2000007629,64.75,8.0500001907,110,97.6318893433,90.525352478
197,55.2523536682,24.8500003815,60.1718978882,476.2190856934,141,1353.0106201172,609.4898681641,306.5156555176,49.0629653931,9.3500003815,132.0767211914,99.1559524536,777.502746582,1589.4085693359,74.9499969482,74.2894210815,8.3999996185,17.2000007629,284.4456481934,42.8568611145,111.6500015259,2331.8044433594,10534.0517578125,290.299987793,1414.5234375,16.2999992371,63.8499984741,7.9000000954,115.0500030518,100.0553817749,91.1128616333
209.5,58.1786460876,25.1499996185,62.833065033,476.1196289063,146,1332.7531738281,613.0498657227,302.9689941406,49.7370414734,9.25,133.4043121338,97.0574188232,784.6490478516,1567.9375,73.9499969482,74.2894210815,8.3999996185,17.1499996185,289.5338439941,42.5092391968,108.3000030518,2235.6608886719,10332.521484375,306.5,1417.5751953125,16.5,60.5499992371,7.75,120.0500030518,103.5175018311,93.4139404297
205.6499938965,56.9882888794,24.9500007629,61.6503219604,474.7276306152,150.9499969482,1363.9875488281,626.15234375,301.8515625,49.3037071228,9.1000003815,136.0953521729,96.866645813,796.0932617188,1558.5220947266,73.1500015259,74.2894210815,8.3999996185,17,286.965057373,42.0126342773,106.25,2323.9670410156,10488.255859375,306.5,1399.4118652344,16.25,60.3499984741,7.9000000954,126.0500030518,106.2872009277,93.7076873779
202.5,55.847530365,24.75,61.0589561462,479.0528259277,151.1999969482,1398.9143066406,625.6578979492,299.179473877,50.7481498718,9.1000003815,135.987701416,96.866645813,819.0315551758,1565.7456054688,72.6500015259,74.4370117188,8.6499996185,17.2000007629,283.556427002,42.6085586548,107.4499969482,2335.3984375,10577.9462890625,295.049987793,1370.46875,16.25,60.5499992371,7.9499998093,132.3500061035,109.1063613892,92.2878799438
205.6000061035,56.1947212219,24.7000007629,61.6996040344,475.0756225586,146.3500061035,1393.0266113281,622.8395996094,294.515411377,51.2777786255,9.3999996185,135.521270752,97.1528015137,824.4287109375,1558.9704589844,74.1500015259,74.3386230469,8.6499996185,17.25,292.7942504883,44.4956512451,107.4000015259,2477.9665527344,11601.33984375,302.1499938965,1377.9014892578,16.2000007629,59.7000007629,7.8000001907,138.9499969482,106.3366622925,94.6868667603
212.3000030518,57.5834655762,24.8999996185,63.4737167358,472.5898742676,158,1419.3215332031,630.1572875977,298.3049316406,52.3851890564,10.1000003815,134.0501556396,98.4405441284,802.7398681641,1556.1807861328,74.25,75.9129638672,9.0500001907,18.1499996185,303.0200805664,43.3038024902,108.6999969482,2516.5534667969,11424.458984375,325.3500061035,1417.7720947266,16.5,60.5999984741,8.3000001907,140.8000030518,111.8266067505,94.1483230591
221.25,61.4025268555,25.6499996185,64.212928772,476.8156433105,173.5,1421.7663574219,697.8948364258,296.2158508301,52,9.9499998093,133.045501709,97.4389801025,806.0881347656,1557.5756835938,73.1500015259,76.7001342773,9.6000003815,18.0499992371,310.1831054688,46.5813865662,109.4000015259,2586.7392578125,11088.1435546875,349.6499938965,1475.7076416016,17.8500003815,63.75,8.6999998093,142.5,107.8698883057,94.5399932861
212,58.1290473938,25.25,62.0938491821,472.3910522461,167.9499969482,1403.3551025391,696.0654907227,296.070098877,52.5999984741,9.8999996185,136.2030029297,97.5820617676,801.7903442383,1552.6936035156,73.8000030518,77.7332992554,9.5500001907,18.3500003815,303.6622924805,45.2405548096,108.8499984741,2506.2705078125,11213.73046875,347.450012207,1518.6301269531,20.7999992371,75.8499984741,9.1000003815,135.4499969482,105.5947799683,100.9536361694
211.6000061035,57.980255127,25.5499992371,62.0938491821,475.7219238281,169.1000061035,1411.6875,707.6351928711,298.5964355469,53.4000015259,9.8999996185,137.6741027832,97.2481918335,810.7857666016,1554.4869384766,73.5,80.1440124512,9.75,17.9500007629,305.6382751465,44.2970085144,108,2613.9450683594,11141.73828125,339.549987793,1602.2109375,23.1000003815,76.5999984741,9.1499996185,128.8500061035,104.5066833496,106.0943374634
212.6499938965,57.8314590454,25.6000003815,63.9172401428,474.0316467285,170.6999969482,1399.6129150391,697.5982055664,302.0459289551,53.5499992371,10.25,139.7551727295,102.637626648,817.6322021484,1579.3953857422,71.0999984741,80.9311904907,11.25,18.3999996185,303.5634765625,46.0847816467,110.3499984741,2615.9916992188,11334.0673828125,336.950012207,1667.1362304688,21.0499992371,78.0999984741,8.6999998093,135.25,104.8034286499,103.7932662964
226.3999938965,58.0298500061,25.7000007629,64.2622070313,468.8115539551,172.0500030518,1407.6959228516,721.2321777344,303.7463684082,54.4000015259,10.3500003815,139.5757751465,99.9190673828,807.4874267578,1580.5910644531,70.5,80.1932144165,13.3999996185,18.3999996185,311.9614868164,45.0419120789,112.3499984741,2538.9672851563,11362.814453125,344.049987793,1694.4549560547,21.3500003815,77.1500015259,8.3000001907,142,105.5947799683,105.4578704834
226.6000061035,58.7242279053,26.7000007629,64.7550125122,472.4407348633,171.4499969482,1391.2802734375,711.9368286133,299.8596191406,54.7000007629,10.8000001907,140.1498718262,97.677444458,802.9396972656,1538.4459228516,73.0500030518,79.1600494385,12.1000003815,20.1000003815,305.1442871094,44.6942939758,110.0999984741,2422.2570800781,11214.9296875,341.8999938965,1607.7730712891,21.0499992371,73.1999969482,8.0500001907,148.8999938965,105.0012741089,104.6255645752
